index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,geographic_name,province,latitude,longitude
1191,Nechako Medical Clinic,,Ambulatory health care services,Province of British Columbia,,143-1600,15 avenue,V2L 3X3,prince george,bc,53.91085,-122.7588
1192,Nelson Avenue,,Nursing and residential care facilities,Province of British Columbia,,7077,nelson ave,V5J 4B9,burnaby,bc,49.2192139,-122.9945662
1193,Nelson Avenue Residence,,Nursing and residential care facilities,Province of British Columbia,,620,nelson ave,V1L 2N6,nelson,bc,49.50423189999999,-117.2789603
1194,Nelson Jubilee Manor,,Nursing and residential care facilities,Province of British Columbia,,500,beasley street w,V1L 6G9,nelson,bc,49.4795674,-117.29899609999998
1195,Nelson Residence,,Nursing and residential care facilities,Province of British Columbia,,5534,nelson avenue,V8A 4C8,powell river,bc,49.8660534,-124.5253194
1196,Neville House,,Nursing and residential care facilities,Province of British Columbia,,5675,neville st,V5J 2J1,burnaby,bc,49.2141609,-122.9810592
1197,New Britton House,,Nursing and residential care facilities,Province of British Columbia,,7478,britton st,V3N 3A5,burnaby,bc,49.2168933,-122.9478861
1198,New Greenwood Lodge,,Nursing and residential care facilities,Province of British Columbia,,13227,96 ave,V3V 1Y5,surrey,bc,49.177352,-122.856054
1199,New Pitt Meadows Medical Clinic,,Ambulatory health care services,Province of British Columbia,,12181,harris road,V3Y 2E9,pitt meadows,bc,49.224038,-122.690225
12,Alberta Hospital Edmonton,psychiatric,Hospitals,Public Health Agency of Canada,,17480,fort rd,T5J 2J7,edmonton,ab,53.636387,-113.374023
120,Extendicare — Leduc,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T9E 6K6,leduc,ab,53.2607825,-113.5511681
1200,New Vista Care Home i,,Nursing and residential care facilities,Province of British Columbia,,7550,rosewood st,V5E 3Z3,burnaby,bc,49.224288,-122.945653
1201,Newgen Medical Centre,,Ambulatory health care services,Province of British Columbia,,104-6321,king george boulevard,V3X 1G1,surrey,bc,49.117601,-122.845853
1202,Newlands Residence,,Nursing and residential care facilities,Province of British Columbia,,20935,51b ave,V3A 5W3,langley city,bc,49.0965714,-122.6436136
1203,Newmarket Drive,,Nursing and residential care facilities,Province of British Columbia,,2985,newmarket dr,V7R 2T7,north vancouver,bc,49.3365841,-123.1026853
1204,Newport House,,Nursing and residential care facilities,Province of British Columbia,,37948,3 ave,V8B 0A7,squamish,bc,49.6982341,-123.156384
1205,Ng Nair Place,,Nursing and residential care facilities,Province of British Columbia,,23390,47 ave,V2Z 2S3,langley,bc,49.085938,-122.575843
1206,Nicola Lodge,,Nursing and residential care facilities,Province of British Columbia,,2240,hawkins st,V3B 0M2,port coquitlam,bc,49.255787,-122.737523
1207,Nicola Valley Health Centre,general,Hospitals,Public Health Agency of Canada,,3451,voght st,V1K 1C6,merritt,bc,50.121172,-120.772629
1209,Nigel House,,Nursing and residential care facilities,Province of British Columbia,,846,nigel ave,V8X 4E5,victoria,bc,48.4580708,-123.3729505
121,Extendicare — Mayerthorpe,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0E 1N0,mayerthorpe,ab,53.9523674,-115.13841
1210,Nikola Road Group Home,,Nursing and residential care facilities,Province of British Columbia,,280,nikola rd,V9W 6H9,campbell river,bc,50.01196,-125.28051
1211,Ninety Fifth Avenue House,,Nursing and residential care facilities,Province of British Columbia,,15293,95 ave,V3R 9C5,surrey,bc,49.175215,-122.798434
1212,Ninth Avenue Residence,,Nursing and residential care facilities,Province of British Columbia,,2787,ninth ave,V9Y 2M6,port alberni,bc,49.230356,-124.799
1213,No. 5 Road Group Home,,Nursing and residential care facilities,Province of British Columbia,,10731,no 5 road,V7A 4E6,richmond,bc,49.1340512,-123.0926533
1214,Nootka Street Residence,,Nursing and residential care facilities,Province of British Columbia,,7050,nootka street,V8A 5E5,powell river,bc,49.8209862,-124.5182516
1215,Noric House,,Nursing and residential care facilities,Province of British Columbia,,1400,mission rd,V1T 9C3,vernon,bc,50.251193,-119.282587
1216,Normandy House,,Nursing and residential care facilities,Province of British Columbia,,575,normandy rd,V8Z 3J3,victoria,bc,48.500241,-123.39167
1217,Normanna Rest Home Ii,,Nursing and residential care facilities,Province of British Columbia,,7725,4 st,V3N 5B6,burnaby,bc,49.2221124,-122.9276938
1219,North Island Hospital Comox Valley,,Hospitals,Province of British Columbia,,101,lerwick road,V9N 0B9,courtenay,bc,49.713417,-124.970384
122,Extendicare — Michener Hill,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4P 0M1,red deer,ab,52.2690628,-113.8141464
1220,North Nanaimo Medical Clinic,,Ambulatory health care services,Province of British Columbia,,6801,north island highway,V9T 6N8,nanaimo,bc,49.237763,-124.051975
1221,North Okanagan Hospice House,,Nursing and residential care facilities,Province of British Columbia,,3506,27 ave,V1T 1S4,vernon,bc,50.261721,-119.281794
1222,North Okanagan Medical Clinic,,Ambulatory health care services,Province of British Columbia,,5001,anderson way,V1T 9V1,vernon,bc,50.28442,-119.2721
1223,North Peace Primary Care Clinic,,Ambulatory health care services,Province of British Columbia,,10011,96 street,V1J 3P3,fort st john,bc,56.247514,-120.839694
1224,North Shore Hospice,,Nursing and residential care facilities,Province of British Columbia,,319,14 st e,V7L 2N6,north vancouver,bc,49.32073,-123.065
1225,Northcrest Care Centre Ltd.,,Nursing and residential care facilities,Province of British Columbia,,6771,120 st,V4E 2A7,delta,bc,49.126442,-122.8911054
1226,Northern Haida Gwaii Hospital and Health Centre (North End),,Hospitals,Province of British Columbia,,2520,harrison avenue,V0T 1M0,masset,bc,54.020576,-132.157074
1227,Northern Health Authority,,Ambulatory health care services,Province of British Columbia,,1445,5 avenue,V0E 2Z0,valemount,bc,52.83176,-119.2739
1228,Northshore Medical Clinic,,Ambulatory health care services,Province of British Columbia,,101-1171,marine drive,V7P 1T1,north vancouver,bc,49.323377,-123.106579
1229,Norwood House,,Nursing and residential care facilities,Province of British Columbia,,3636,norwood ave,V7N 3P7,north vancouver,bc,49.3429472,-123.0767595
123,Extendicare — St Paul,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0A 3A0,st paul,ab,53.9876467,-111.291114
1230,Oak Bay Lodge,,Nursing and residential care facilities,Province of British Columbia,,2251,cadboro bay rd,V8R 5H3,victoria,bc,48.432936,-123.3138
1231,Oak Bay Medical Clinic,,Ambulatory health care services,Province of British Columbia,,101-1640,oak bay avenue,V8R 1B2,victoria,bc,48.426478,-123.334374
1232,Oakland,,Nursing and residential care facilities,Province of British Columbia,,6110,sperling ave,V5E 2T9,burnaby,bc,49.2283395,-122.9643356
1233,Ocean Medical,,Ambulatory health care services,Province of British Columbia,,1884,marine drive,V7V 1J6,west vancouver,bc,49.328678,-123.163856
1234,Oceanside Place,,Nursing and residential care facilities,Province of British Columbia,,6039,brickyard rd,V9V 1M6,nanaimo,bc,49.2356879,-124.0264813
1235,Old Orchard Medical Clinic,,Ambulatory health care services,Province of British Columbia,,924005,kingsway,V5H 2A1,burnaby,bc,49.231407,-123.005129
1236,One Hundred & Forty Three a Street Home,,Nursing and residential care facilities,Province of British Columbia,,8689,143a st,V3W 0K4,surrey,bc,49.160448,-122.8245
1237,One Hundred and Fifty Eight a Street,,Nursing and residential care facilities,Province of British Columbia,,10607,158a st,V4N 3J2,surrey,bc,49.195355600000006,-122.7829494
1238,One Hundred and Fifty Four Street Group Home,,Nursing and residential care facilities,Province of British Columbia,,1660,154 st,V4A 4R9,surrey,bc,49.032257,-122.795417
1239,One Hundred and Thirty First Street Home,,Nursing and residential care facilities,Province of British Columbia,,9643,131 st,V3T 3P4,surrey,bc,49.178018,-122.859968
124,Extendicare — Viking,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0B 4N0,viking,ab,53.0972884,-111.7771466
1240,Onsite Detox and Transitional Housing,,Nursing and residential care facilities,Province of British Columbia,,137,e hastings st,V6A 1N5,vancouver,bc,49.2816658,-123.1012105
1241,Onyx House,,Nursing and residential care facilities,Province of British Columbia,,1725,pearl st,V8R 2Z4,victoria,bc,48.441832,-123.33275
1242,Orchard Haven,,Nursing and residential care facilities,Province of British Columbia,,700,3 st,V0X 1N0,keremeos,bc,49.204679,-119.833278
1243,Orchard Heights,,Nursing and residential care facilities,Province of British Columbia,,5538,chaffey ave,V5H 2S2,burnaby,bc,49.234362700000005,-123.0070684
1244,Orchard Manor at Hawthorn Park,,Nursing and residential care facilities,Province of British Columbia,,3221,casorso rd,V1Y 3J5,kelowna,bc,49.8602539,-119.4853353
1245,Orchard Medical Centre,,Ambulatory health care services,Province of British Columbia,,104-1990,cooper road,V1Y 8K5,kelowna,bc,49.877565,-119.443356
1246,Orchard Recovery Center,,Nursing and residential care facilities,Province of British Columbia,,811,grafton rd,V0N 1G2,bowen island,bc,49.372131,-123.361
1247,Orchard View Group Home,,Nursing and residential care facilities,Province of British Columbia,,3231,30 st ne,V1E 3L1,salmon arm,bc,50.723292,-119.250892
1248,Orcrest Group Home,,Nursing and residential care facilities,Province of British Columbia,,860,orcrest dr,V2B 6T2,kamloops,bc,50.7750076,-120.3438216
1249,Ord Road Group Home,,Nursing and residential care facilities,Province of British Columbia,,3510,ord road,V2B 8B6,kamloops,bc,50.715316,-120.46172
125,Extendicare — Vulcan,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0L 2B0,vulcan,ab,50.4016332,-113.2632357
1250,Origin at Longwood (Astoria Suites),,Nursing and residential care facilities,Province of British Columbia,,6205,oliver rd,V9T 6T1,nanaimo,bc,49.22078,-124.03124
1251,Orillia House,,Nursing and residential care facilities,Province of British Columbia,,2965,orillia st,V9A 1Y6,victoria,bc,48.4482137,-123.39593329999998
1252,Oriole House,,Nursing and residential care facilities,Province of British Columbia,,1080,holt st,V2B 5H2,kamloops,bc,50.709140600000005,-120.3889523
1253,Oriole Lodge,,Nursing and residential care facilities,Province of British Columbia,,32539,oriole cres,V2T 4C7,abbotsford,bc,49.057249600000006,-122.32300390000002
1254,Orion House,,Nursing and residential care facilities,Province of British Columbia,,20395,42 ave,V3A 3A6,langley,bc,49.0785912,-122.6586376
1255,Ospika Residence,,Nursing and residential care facilities,Province of British Columbia,,2690,ospika blvd s,V2N 2L8,prince george,bc,53.893633,-122.78843
1256,Osprey Home,,Nursing and residential care facilities,Province of British Columbia,,30772,osprey dr,V2T 5J4,abbotsford,bc,49.057665,-122.3712483
1257,Our House,,Nursing and residential care facilities,Province of British Columbia,,2620,hoskins road,V7J 3A3,north vancouver,bc,49.3323066,-123.02578090000002
1258,Our Place,,Nursing and residential care facilities,Province of British Columbia,,287,e 33 ave,V5V 2Z7,vancouver,bc,49.2407212,-123.09933259999998
1259,Overlander Extended Care Hospital,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V2B 7Z9,kamloops,bc,50.6758269,-120.339415
126,Eye q Premium Laser,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T5N 1R8,edmonton,ab,53.5462055,-113.491241
1260,Oyster Harbour Seniors Community,,Nursing and residential care facilities,Province of British Columbia,,1127,fourth ave,V9G 1A6,ladysmith,bc,48.9966463,-123.8287358
1261,Ozanam House,,Nursing and residential care facilities,Province of British Columbia,,2629,richter st,V1Y 2R3,kelowna,bc,49.8667968,-119.4877827
1262,Pacific Medical Clinic,,Ambulatory health care services,Province of British Columbia,,6176,fraser street,V5W 3A1,vancouver,bc,49.2286,-123.090632
1263,Pacifica House,,Nursing and residential care facilities,Province of British Columbia,,46110,collins dr,V2R 2G2,chilliwack,bc,49.1262975,-121.9500919
1264,Pacifica Treatment Centre,,Nursing and residential care facilities,Province of British Columbia,,1755,e 11 ave,V5N 1Y9,vancouver,bc,49.2607112,-123.0684104
1265,Paddock Home,,Nursing and residential care facilities,Province of British Columbia,,124,paddock pl,V9B 5G1,victoria,bc,48.4613659,-123.4394017
1266,Padwick House,,Nursing and residential care facilities,Province of British Columbia,,1924,jones avenue n,V7M 2W5,vancouver,bc,49.3267725,-123.0811369
1267,Paisley House,,Nursing and residential care facilities,Province of British Columbia,,3091,paisley rd,V7R 1C7,north vancouver,bc,49.336714,-123.198295
1268,Panama House,,Nursing and residential care facilities,Province of British Columbia,,4148,carey rd,V8Z 4G8,victoria,bc,48.477019,-123.39917
1269,Panorama Village Medical Clinic,,Ambulatory health care services,Province of British Columbia,,15157,56 avenue,V3S 9A5,surrey,bc,49.105540000000005,-122.8027
127,Fairview Health Complex,general,Hospitals,Public Health Agency of Canada,,10628,110 st,T0H 1L0,fairview,ab,56.0709656,-118.3845521
1270,Park and Tilford Medical Treatment Centre,,Ambulatory health care services,Province of British Columbia,,333,brooksbank avenue n,V7J 3S8,vancouver,bc,49.308678,-123.04047
1271,Park Drive Home,,Nursing and residential care facilities,Province of British Columbia,,6499,park drive,V0H 1T4,oliver,bc,49.1872754,-119.5418863
1276,Park Place Seniors Living Inc. — Fort Langley Seniors Village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V1M 2R4,fort langley,bc,49.169126,-122.5793628
1277,Park Place Seniors Living Inc. — Glenwood Seniors Community,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V0M 1A2,agassiz,bc,49.233333,-121.766667
128,Father Lacombe Care Society — Father Lacombe Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2X 2A3,calgary,ab,51.0456064,-114.057541
1286,Parker Place Medical Clinic,,Ambulatory health care services,Province of British Columbia,,4380,no 3 road,V6X 3V7,richmond,bc,49.18167,-123.1347
1287,Parklandview,,Nursing and residential care facilities,Province of British Columbia,,8833,158 st,V4N 2Y7,surrey,bc,49.163526700000006,-122.7846172
1288,Parkside House,,Nursing and residential care facilities,Province of British Columbia,,1740,feltham rd,V8N 2A3,victoria,bc,48.4762964,-123.3286197
1289,Parkside Intermediate Care Home,,Nursing and residential care facilities,Province of British Columbia,,788,ospika blvd,V2M 6W5,prince george,bc,53.917385,-122.7952
